,Type,Process_Size,TDP,Die_Size,Transistors,Freq,Vendor,FP16_GFLOPS,FP32_GFLOPS,FP64_GFLOPS
0,GPU,14.0,25.0,132.0,3300.0,1469,NVIDIA,18.38,1177.0,36.77
1,GPU,28.0,15.0,125.0,1200.0,200,AMD,737.3,737.3,368.6
2,GPU,20.0,10.0,118.0,2000.0,640,NVIDIA,471.6,235.8,7.368
3,GPU,14.0,150.0,232.0,5700.0,1074,AMD,4394.0,4394.0,274.6
4,GPU,16.0,250.0,471.0,11800.0,1557,NVIDIA,167.0,10690.0,334.0
5,GPU,12.0,25.0,200.0,4700.0,720,NVIDIA,3333.0,1667.0,52.08
6,GPU,16.0,250.0,471.0,11800.0,1303,NVIDIA,183.7,11760.0,367.4
7,GPU,14.0,25.0,74.0,1800.0,1469,NVIDIA,18.38,1177.0,36.77
8,GPU,7.0,85.0,158.0,6400.0,1000,AMD,8448.0,4224.0,264.0
9,GPU,16.0,75.0,314.0,7200.0,1328,NVIDIA,86.41,5530.0,172.8
10,GPU,14.0,150.0,232.0,5700.0,1120,AMD,5834.0,5834.0,364.6
11,GPU,14.0,50.0,103.0,2200.0,1100,AMD,1647.0,1647.0,103.0
12,GPU,12.0,50.0,200.0,4700.0,1395,NVIDIA,5215.0,2607.0,81.48
13,GPU,14.0,150.0,232.0,5700.0,1168,AMD,5095.0,5095.0,318.5
14,GPU,16.0,75.0,200.0,4400.0,1493,NVIDIA,38.88,2488.0,77.76
15,GPU,12.0,80.0,545.0,13600.0,780,NVIDIA,14130.0,7066.0,220.8
16,GPU,28.0,15.0,125.0,1200.0,200,AMD,553.0,553.0,276.5
17,GPU,12.0,60.0,445.0,10800.0,600,NVIDIA,9331.0,4666.0,145.8
18,GPU,16.0,120.0,314.0,7200.0,1506,NVIDIA,68.36,4375.0,136.7
19,GPU,12.0,250.0,545.0,13600.0,1650,NVIDIA,22300.0,11150.0,348.5
20,GPU,14.0,10.0,210.0,4940.0,300,AMD,3331.0,1665.0,104.1
21,GPU,12.0,65.0,445.0,10800.0,975,NVIDIA,9101.0,4550.0,142.2
22,GPU,28.0,15.0,125.0,1200.0,200,AMD,251.5,251.5,15.72
23,GPU,14.0,75.0,132.0,3300.0,1291,NVIDIA,33.41,2138.0,66.82
24,GPU,14.0,20.0,132.0,3300.0,747,NVIDIA,18.74,1199.0,37.48
25,GPU,12.0,75.0,200.0,4700.0,1410,NVIDIA,5699.0,2849.0,89.04
26,GPU,7.0,85.0,158.0,6400.0,1000,AMD,8909.0,4454.0,278.4
27,GPU,7.0,85.0,158.0,6400.0,1000,AMD,8138.0,4069.0,254.3
28,GPU,12.0,50.0,284.0,6600.0,1350,NVIDIA,6083.0,3041.0,95.04
29,GPU,14.0,20.0,132.0,3300.0,1354,NVIDIA,29.36,1879.0,58.72
30,GPU,14.0,35.0,210.0,4940.0,300,AMD,2255.0,1127.0,70.46
31,GPU,14.0,10.0,74.0,1800.0,1531,NVIDIA,19.13,1224.0,38.26
32,GPU,28.0,15.0,125.0,1200.0,200,AMD,167.7,167.7,10.48
33,GPU,14.0,15.0,210.0,4940.0,300,AMD,2253.0,1126.0,70.4
34,GPU,16.0,120.0,200.0,4400.0,1506,NVIDIA,68.36,4375.0,136.7
35,GPU,16.0,120.0,314.0,7200.0,1506,NVIDIA,68.32,4372.0,136.6
36,GPU,14.0,20.0,74.0,1800.0,1152,NVIDIA,16.55,1059.0,33.1
37,GPU,12.0,18.0,200.0,4700.0,735,NVIDIA,4785.0,2392.0,74.76
38,GPU,14.0,40.0,103.0,2200.0,1124,AMD,1248.0,1248.0,78.02
39,GPU,28.0,250.0,366.0,5000.0,723,AMD,2961.0,2961.0,185.1
40,GPU,14.0,15.0,210.0,4940.0,300,AMD,3942.0,1971.0,123.2
41,GPU,14.0,250.0,232.0,5700.0,1243,AMD,5728.0,5728.0,358.0
42,GPU,14.0,50.0,103.0,2200.0,1100,AMD,1211.0,1211.0,75.71
43,GPU,16.0,150.0,314.0,7200.0,1290,NVIDIA,117.4,7516.0,234.9
44,GPU,14.0,55.0,123.0,3000.0,1000,AMD,1887.0,1887.0,117.9
45,GPU,12.0,115.0,445.0,10800.0,960,NVIDIA,9216.0,4608.0,144.0
46,GPU,14.0,95.0,232.0,5700.0,1120,AMD,5834.0,5834.0,364.6
47,GPU,16.0,180.0,314.0,7200.0,1607,NVIDIA,138.6,8873.0,277.3
