,Type,Process_Size,TDP,Die_Size,Transistors,Freq,Vendor,FP16_GFLOPS,FP32_GFLOPS,FP64_GFLOPS
57,GPU,16.0,180.0,314.0,7200.0,1607,NVIDIA,138.6,8873.0,277.3
58,GPU,16.0,75.0,314.0,7200.0,1088,NVIDIA,48.6,3110.0,97.2
59,GPU,8.0,115.0,392.0,17400.0,1110,NVIDIA,15970.0,15970.0,249.6
60,GPU,16.0,250.0,471.0,11800.0,1417,NVIDIA,171.5,10970.0,342.9
61,GPU,16.0,75.0,200.0,4400.0,1354,NVIDIA,36.74,2352.0,73.49
63,GPU,28.0,100.0,366.0,5000.0,725,AMD,2970.0,2970.0,185.6
64,GPU,12.0,150.0,545.0,13600.0,1365,NVIDIA,19170.0,9585.0,299.5
65,GPU,20.0,15.0,118.0,2000.0,1000,NVIDIA,1024.0,512.0,16.0
66,GPU,14.0,30.0,74.0,1800.0,1228,NVIDIA,17.62,1127.0,35.23
67,GPU,14.0,55.0,123.0,3000.0,1000,AMD,2115.0,2115.0,132.2
68,GPU,7.0,45.0,156.0,9800.0,300,AMD,4096.0,2048.0,128.0
69,GPU,12.0,160.0,445.0,10800.0,1365,NVIDIA,12900.0,6451.0,201.6
70,GPU,14.0,35.0,123.0,3000.0,800,AMD,1024.0,1024.0,64.0
71,GPU,7.0,15.0,156.0,9800.0,400,AMD,2304.0,1152.0,72.0
72,GPU,14.0,30.0,132.0,3300.0,1228,NVIDIA,10.02,641.0,20.03
73,GPU,14.0,35.0,103.0,2200.0,1124,AMD,1248.0,1248.0,78.02
74,GPU,12.0,70.0,545.0,13600.0,585,NVIDIA,65130.0,8141.0,254.4
76,GPU,28.0,15.0,125.0,1200.0,200,AMD,153.6,153.6,9.6
77,GPU,14.0,50.0,103.0,2200.0,980,AMD,1071.0,1071.0,66.94
78,GPU,28.0,190.0,366.0,5000.0,918,AMD,3290.0,3290.0,205.6
80,GPU,14.0,50.0,103.0,2200.0,1082,AMD,1559.0,1559.0,97.44
81,GPU,28.0,250.0,366.0,5000.0,723,AMD,2961.0,2961.0,185.1
82,GPU,12.0,80.0,445.0,10800.0,945,NVIDIA,10600.0,5299.0,165.6
83,GPU,12.0,260.0,754.0,18600.0,1305,NVIDIA,28750.0,14380.0,449.3
84,GPU,14.0,55.0,123.0,3000.0,784,AMD,1849.0,1849.0,115.6
86,GPU,12.0,230.0,545.0,13600.0,1620,NVIDIA,22300.0,11150.0,348.5
87,GPU,16.0,120.0,200.0,4400.0,1506,NVIDIA,61.49,3935.0,123.0
88,GPU,16.0,120.0,200.0,4400.0,1506,NVIDIA,68.36,4375.0,136.7
89,GPU,28.0,250.0,366.0,5000.0,909,AMD,3723.0,3723.0,232.7
91,GPU,16.0,75.0,200.0,4400.0,1291,NVIDIA,46.48,2974.0,92.95
92,GPU,12.0,260.0,754.0,18600.0,1065,NVIDIA,25710.0,12860.0,401.8
93,GPU,28.0,150.0,366.0,5000.0,920,AMD,3297.0,3297.0,206.1
94,GPU,28.0,95.0,366.0,5000.0,735,AMD,4096.0,4096.0,256.0
95,GPU,16.0,180.0,314.0,7200.0,1607,NVIDIA,127.9,8186.0,255.8
96,GPU,14.0,75.0,123.0,3000.0,907,AMD,1393.0,1393.0,87.07
97,GPU,16.0,100.0,314.0,7200.0,1316,NVIDIA,125.5,8033.0,251.0
98,GPU,14.0,15.0,210.0,4940.0,300,AMD,768.8,384.4,24.02
99,GPU,14.0,65.0,210.0,4940.0,300,AMD,2253.0,1126.0,70.4
100,GPU,14.0,25.0,74.0,1800.0,1519,NVIDIA,18.98,1215.0,37.97
102,GPU,14.0,35.0,210.0,4940.0,300,AMD,3664.0,1832.0,114.5
103,GPU,8.0,200.0,392.0,17400.0,1575,NVIDIA,21750.0,21750.0,339.8
104,GPU,12.0,90.0,545.0,13600.0,735,NVIDIA,12890.0,6447.0,201.5
105,GPU,7.0,130.0,251.0,10300.0,1243,AMD,15350.0,7675.0,479.7
106,GPU,12.0,160.0,545.0,13600.0,1005,NVIDIA,14240.0,7119.0,222.5
